Title,Price,Material A,A Percent,Material B,B Percent
Neon & Nylon textured cardigan co-ord in orange,£45.00,Nylon,0.9,Elastane,0.1
JJXX high neck chunky knit jumper in ecru,£45.00,Acrylic,0.8,Polyester,0.2
Annorlunda faux fur edged stripe longline cardigan in multi,£20.00,Polyamide,1.0,NaN,0.0
Urban Revivo knitted cable jumper in off white,£45.00,Acrylic,1.0,NaN,0.0
Weekday Enora knitted sheer rib sweater in grey ,£45.00,Polyester,1.0,NaN,0.0
Obey striped cardigan in multi,£45.00,Acrylic,1.0,NaN,0.0
Superdry essential mock neck jumper in Bitter Chocolate Brown,£45.00,Acrylic,0.64,Polyester,0.16
Miss Selfridge tie front shrunken cardigan in soft pink,£45.00,Acrylic,0.84,Nylon,0.16
JJXX cream and black striped crew neck knit jumper,£45.00,Polyester,0.57,Acrylic,0.14
ASOS DESIGN open deconstructed jumper in red ,£45.00,Polyester,0.86,Acrylic,0.14
Only fringe detail jumper in black,£45.00,Acrylic,0.85,Polyamide,0.1
ASOS DESIGN crop tie front cardigan in ladder stitch in green,£45.00,Acrylic,1.0,NaN,0.0
Fred Perry check knitted vest in maroon ,£45.00,Acrylic,0.4,Paper,0.4
Vero Moda Tall cardigan in grey melange ,£45.00,Polyester,0.8,Viscose,0.2
Weekday Halima open neck knitted jumper in navy melange,£45.00,Viscose,0.72,Polyester,0.28
Urban Revivo split elbow roll neck top in aqua green,£45.00,Cotton,0.96,Elastane,0.04
The Frolic wrap detail faux fur edged cardigan in aqua,£45.00,Acrylic,0.55,Cotton,0.45
Dickies wilderville rib cardigan in stone surplus utility pack exclusive to asos,£45.00,Cotton,1.0,NaN,0.0
& Other Stories ribbed knitted polo top in off white,£45.00,Viscose,0.68,Polyamide,0.28
SNDYS fine knit button through top in green,£45.00,Viscose,1.0,NaN,0.0
Only cropped distressed detail jumper in orange and cream stripe,£45.00,Cotton,0.57,Polyester,0.39
Superdry essential crew neck jumper in Eclipse Navy,£45.00,Acrylic,0.59,Polyester,0.19
Bershka chunky crew neck jumper in black,£45.00,Cotton,0.74,Polyester,0.26
JDY roll neck eyelash jumper in navy,£45.00,Nylon,0.56,Acrylic,0.44
Calvin Klein Jeans logo mock neck jumper in green,£45.00,Cotton,1.0,NaN,0.0
Daisy Street 90s double zip stripe rib cardigan,£45.00,Polyester,1.0,NaN,0.0
Daisy Street ultra crop open knit shrug,£45.00,Polyester,1.0,NaN,0.0
& Other Stories knitted tweed look contrast edge alpaca wool cardigan,£45.00,Polyamide,0.32,Alpaca,0.3
ASOS DESIGN high neck jumper in alpaca wool blend in cream,£45.00,Alpaca,0.34,Nylon,0.33
French Connection knitted roll neck jumper co-ord in brown stripe,£45.00,Viscose,0.91,Polyamide,0.09
ASOS DESIGN knitted top with hood in rib in neutral,£45.00,Acrylic,0.66,Polyester,0.34
Mango oversized collar jumper in beige,£45.00,Acrylic,0.66,Polyester,0.34
Pieces high neck jumper in black & white stripe,£45.00,Polyester,1.0,NaN,0.0
Selected Femme roll neck knitted top in lime ,£45.00,Lyocell,0.41,Cotton,0.28
Polo Ralph Lauren x ASOS exclusive collab cardigan with logo in cream,£45.00,Cotton,0.66,Polyester,0.34
Vero Moda bobble ballon sleeve jumper in cream ,£45.00,Acrylic,0.57,Polyester,0.28
Cotton:On ribbed polo cardigan in multi,£45.00,Polyester,0.88,Polyamide,0.12
Only longline deep cuff jumper in green,£45.00,Acrylic,0.77,Polyester,0.19
River Island boucle cardi with diamante heart trim co-ord in light blue,£45.00,Cotton,0.66,Nylon,0.23
Object ribbed zip through cardigan in white,£45.00,Viscose,0.5,Nylon,0.27
Pieces half zip jumper in black & white print,£45.00,Polyester,0.74,Nylon,0.17
Pieces exclusive open knit jumper in beige,£45.00,Acrylic,1.0,NaN,0.0
Bershka ribbed fitted cardigan in baby blue,£45.00,Polyester,0.6,Acrylic,0.3
Reclaimed Vintage unisex open knitted summer festival Jumper in multi stripe,£45.00,Polyester,1.0,NaN,0.0
ASOS DESIGN off shoulder knitted top with embellished trim in black,£45.00,Viscose,0.82,Nylon,0.18
& Other Stories knitted top with volume cuffs in grey,£45.00,Wool,0.55,Cotton,0.45
Motel gauzey oversized jumper in cream,£45.00,Acrylic,1.0,NaN,0.0
Weekday Unisex Fabian jumper with destiny graphic in black exclusive to ASOS,£45.00,Polyester,1.0,NaN,0.0
Daisy Street rib knitted cardigan in green stripe,£45.00,Viscose,0.45,Polyamide,0.28
Cotton:On reversible lightweight rib knit cardigan,£45.00,Viscose,0.8,Polyester,0.2
Mango high neck jumper in blue,£45.00,Viscose,0.39,Polyester,0.34
Fiorucci milan angels intarsia jumper in chocolate,£45.00,Cotton,0.3,Polyamide,0.3
Stradivarius sheer cardigan in soft pink ,£45.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN sheer longline cardigan with button front detail in camel,£45.00,Viscose,0.75,Polyester,0.25
Only open fluffy cardigan in turquoise space dye,£45.00,Polyamide,1.0,NaN,0.0
Only Tall v neck jumper in dark grey,£45.00,Acrylic,0.74,Polyester,0.24
Vero Moda Aware honeycomb textured knitted jumper with sleeve detail in navy ,£45.00,Cotton,0.5,Polyester,0.5
Vila hybrid jumper in black and white,£45.00,Polyester,1.0,NaN,0.0
Pieces textured high neck button detail jumper in sage,£45.00,Polyester,0.58,Acrylic,0.38
Y.A.S half and half colour block high neck jumper in brights,£45.00,Viscose,0.52,Polyester,0.26
Tommy Jeans knit rib collar sweater in white,£45.00,Polyester,0.78,Polyamide,0.22
Y.A.S cable knit v neck jumper with cuff detail in lilac,£45.00,Acrylic,0.53,Polyester,0.21
New Look one shoulder knitted top in purple,£45.00,Viscose,0.69,Polyester,0.31
Daisy Street raglan cropped fine knit jumper with star motif,£60.00,Polyester,1.0,NaN,0.0
ASOS DESIGN long sleeve jumper with cut out detail in pink,£45.00,Polyester,1.0,NaN,0.0
RVCA X STELLA Hometown sweater vest in navy ,£60.00,Cotton,1.0,NaN,0.0
Mango stripe jumper with sparkle detail in black and white,£60.00,Acrylic,0.52,Polyester,0.42
ASOS DESIGN cropped knitted jumper in grey check,£60.00,Acrylic,1.0,NaN,0.0
& Other Stories wool blend high neck jumper in taupe,£60.00,Merino,0.7,Cashmere,0.3
Weekday Unisex Jesper open knit semi-sheer jumper in black exclusive to ASOS,£60.00,Polyamide,0.5,Wool,0.5
ASOS DESIGN super crop cardigan in fluffy yarn in blue ,£60.00,Polyamide,1.0,NaN,0.0
& Other Stories merino rib knit fitted jumper in dusty pink,£60.00,Wool,1.0,NaN,0.0
Pacsun v-neck cable knit cropped jumper in coffee brown,£60.00,Cotton,0.55,Viscose,0.36
AllSaints x ASOS exclusive Billboard unisex jumper in black/white,£60.00,Cotton,0.65,Nylon,0.35
Y.A.S wrap knit cardigan in pink,£60.00,Polyester,1.0,NaN,0.0
Monki wrap cardigan in taupe,£60.00,Viscose,0.72,Polyester,0.28
Weekday Hera cropped fluffy knitted sweater in blue oversize check pattern,£60.00,Polyester,1.0,NaN,0.0
ASOS DESIGN jumper with collar and knot front detail in orange,£60.00,Acrylic,1.0,NaN,0.0
Fred Perry button thru contrast cardigan in black ,£60.00,Polyurethane,0.4,Wool,0.4
& Other Stories wool blend polo collar jumper in beige melange,£60.00,Wool,0.69,Polyester,0.29
AllSaints Lou oversized v-neck jumper in black and green stripe exclusive to ASOS,£60.00,Acrylic,0.4,Nylon,0.3
Vila striped roll neck jumper in red,£60.00,Acrylic,1.0,NaN,0.0
Noisy May fluffy knit top in blue,£60.00,Nylon,1.0,NaN,0.0
Only high neck jumper in black & white stripe,£60.00,Viscose,0.5,Nylon,0.27
Mango shoulder detail jumper in grey,£60.00,Acrylic,0.62,Polyester,0.34
Monki knitted cropped cardigan in mono argyle jacquard pattern,£60.00,Cotton,1.0,NaN,0.0
Wednesday's Girl Maternity button front collar jumper in blue,£60.00,Acrylic,1.0,NaN,0.0
Fred Perry oversized textured knitted vest in black ,£60.00,Acrylic,0.55,Cotton,0.45
Urban Revivo ruffle front ribbed cardigan in black,£60.00,Viscose,0.89,Polyamide,0.11
Urban Revivo zip collar ombre striped sleeveless jumper in brown,£60.00,Polyester,0.72,Polyamide,0.28
Tammy Girl crop knit cardigan with buckle waist,£60.00,Polyester,1.0,NaN,0.0
Y.A.S ribbed knitted jumper with attached scarf detail in cream,£60.00,Polyester,0.57,Acrylic,0.32
Polo Ralph Lauren cable knit jumper in black,£60.00,Cotton,1.0,NaN,0.0
ASOS DESIGN Petite high neck jumper in warped spot pattern,£60.00,Polyamide,1.0,NaN,0.0
& Other Stories wool blend fluffy knit chuck-on cardigan in light beige,£60.00,Wool,0.39,Mohair,0.3
JJXX high neck devoted knitted jumper in cream,£60.00,Acrylic,0.72,Polyester,0.28
Superdry studios merino vest in Forest Green Metallic,£60.00,Wool,0.88,Polyester,0.07
Topshop knitted micro alpaca blend cardigan in oat,£60.00,Nylon,0.45,Wool,0.34
Levi's Betty fluffy cardigan in pink check,£60.00,Polyamide,0.77,Cotton,0.23
Urban Revivo oversized jumper in monochrome stripe knit,£60.00,Acrylic,0.4,Polyamide,0.3
Pieces ribbed high neck jumper in cream,£60.00,Viscose,0.8,Nylon,0.2
Mango off shoulder cardigan and black,£60.00,Acrylic,0.75,Polyester,0.25
Wednesday's Girl spacedye round neck jumper in blue ombre,£60.00,Acrylic,1.0,NaN,0.0
Monki oversized sweatshirt in off white with front eye print,£60.00,Cotton,0.78,Polyester,0.22
Levi's v neck jumper in zebra print,£60.00,Cotton,0.8,Polyester,0.2
Y.A.S open knit jumper in multi zig zag,£60.00,Cotton,0.6,Acrylic,0.4
COLLUSION Plus knitted rollneck jumper with hotfix print in khaki,£60.00,Cotton,0.6,Acrylic,0.4
ASOS DESIGN co-ord crop jumper with scoop neck in black,£60.00,Acrylic,0.86,Polyester,0.09
Pieces exclusive faux feather trim button through top co-ord in black,£60.00,Polyester,0.95,Elastane,0.05
& Other Stories merino wool jumper in grey,£60.00,Wool,1.0,NaN,0.0
ASOS DESIGN knitted top with cut out and tie front in metallic yarn in brown,£60.00,Acrylic,0.83,Polyester,0.11
Weekday Carla cardigan in fluffy yarn in lilac ,£60.00,Polyester,0.6,Cotton,0.4
& Other Stories wool blend polo collar jumper in lilac,£60.00,Wool,0.39,Mohair,0.3
Object cable knit puff sleeve jumper in mottle beige melange,£60.00,Acrylic,0.6,Cotton,0.24
& Other Stories alpaca and wool blend jumper in beige with golden metallic thread ,£60.00,Alpaca,0.31,Wool,0.29
Vero Moda Curve cardigan in grey melange ,£60.00,Polyester,0.8,Viscose,0.2
Weekday Silva sheer variegated bubble knitted sweater in black,£60.00,Cotton,1.0,NaN,0.0
Vero Moda roll neck stripe knitted jumper in mono stripe,£60.00,Viscose,0.5,Polyester,0.28
ASOS DESIGN sheer knitted top with rose corsage in pink,£60.00,Viscose,0.75,Polyester,0.25
Tommy Jeans essential flag logo turtleneck jumper in black,£60.00,Cotton,0.53,Viscose,0.4
Native Youth oversized jumper with double neckline in green,£60.00,Acrylic,1.0,NaN,0.0
Y.A.S textured jumper in cream,£60.00,Polyester,0.5,Acrylic,0.4
Pacsun petal knitted jumper in green,£60.00,Cotton,1.0,NaN,0.0
Threadbare Tall Harper crew neck cropped jumper in black and white,£25.99,Polyester,0.83,Acrylic,0.1
Reclaimed Vintage zip up cropped cable cardi in netural,£25.99,Cotton,1.0,NaN,0.0
JDY half zip jumper in oatmeal,£25.99,Acrylic,0.88,Polyester,0.12
Monki cropped high neck jumper in black,£25.99,Polyester,0.97,Wool,0.03
Mango high neck jumper in black,£25.99,Viscose,0.39,Polyester,0.34
COLLUSION knitted rollneck jumper with hotfix print in khaki,£25.99,Cotton,0.62,Acrylic,0.38
& Other Stories wool blend wrap cardigan in black,£25.99,Wool,0.39,Mohair,0.32
Mango bardot jumper with side split in white,£25.99,Polyester,0.52,Acrylic,0.48
Miss Selfridge off the shoulder bardot wide rib knit cosy crop jumper in cream ,£25.99,Polyester,1.0,NaN,0.0
Topshop knitted swirl print crew neck jumper in green,£25.99,Acrylic,0.83,Polyester,0.11
Topshop premium knitted metallic printed cable jumper in silver,£25.99,Acrylic,1.0,NaN,0.0
ASOS DESIGN super soft ballet wrap top in dusty pink,£25.99,Polyester,0.5,Cotton,0.47
ASOS DESIGN jumper with scoop neck with rib bust detail in dusky pink,£25.99,Polyester,0.89,Nylon,0.11
ASOS DESIGN oversized jumper with crew neck and side splits in grey marl,£25.99,Polyester,0.7,Acrylic,0.22
Topshop knitted boxy space dye jumper in blue,£25.99,Polyester,0.48,Cotton,0.31
Miss Selfridge cable knit chunky coatigan in cream ,£25.99,Polyester,0.6,Acrylic,0.37
Miss Selfridge roll neck longline side split knit oversized jumper in cream ,£25.99,Acrylic,1.0,NaN,0.0
Threadbare Lillian v neck oversized jumper in forest green,£25.99,Acrylic,1.0,NaN,0.0
Topshop knitted long line boucle jumper in oat,£25.99,Polyester,0.53,Acrylic,0.2
Topshop knitted fluffy cable crew jumper in green,£25.99,Polyester,0.7,Nylon,0.21
River Island hybrid shirt in beige,£25.99,Polyester,0.83,Acrylic,0.08
Brave Soul freedom crew neck jumper in navy ,£25.99,Acrylic,1.0,NaN,0.0
Vero Moda round neck jumper in cream,£25.99,Polyester,0.98,Elastane,0.02
Stradivarius STR slouchy knit jumper in grey stripe,£25.99,Polyester,1.0,NaN,0.0
ASOS DESIGN neat fit jumper with seam detail in taupe ,£25.99,Polyester,0.58,Acrylic,0.36
Threadbare Petite Brick high neck oversized jumper in orange,£25.99,Acrylic,0.73,Polyamide,0.24
Threadbare Lucie roll neck oversized jumper in sage green,£25.99,Polyester,0.66,Acrylic,0.34
Topshop knitted shaggy cardigan in black,£25.99,Polyester,0.53,Acrylic,0.42
Topshop knitted crew neck jumper in khaki,£25.99,Polyester,0.75,Nylon,0.18
Topshop knitted micro cardi in blue,£25.99,Polyester,0.75,Nylon,0.18
Vero Moda button through cardigan in black,£25.99,Acrylic,1.0,NaN,0.0
Only Petite button down longline cardigan in pale blue,£25.99,Viscose,0.5,Nylon,0.27
Topshop knitted swirl print crew neck jumper in mono,£25.99,Acrylic,0.83,Polyester,0.11
Threadbare Garnet cable knit longline cardigan in black,£25.99,Acrylic,0.65,Polyester,0.35
Noisy May Petite button up cardigan in bright purple & green check,£25.99,Acrylic,1.0,NaN,0.0
Threadbare Petite fluffy v neck slouchy jumper in off white,£25.99,Acrylic,0.76,Nylon,0.21
Bershka fluffy knit high neck jumper in pale pink,£25.99,Nylon,0.99,Elastane,0.01
Topshop knitted high neck large cable crop jumper in ivory,£25.99,Polyester,1.0,NaN,0.0
ASOS DESIGN wool blend oversized jumper with crew neck in grey,£25.99,Acrylic,0.58,Polyester,0.27
Mango chevron stripe jumper in white,£25.99,Polyester,0.75,Acrylic,0.22
ASOS DESIGN jumper in cable with fringe detail in cream,£25.99,Acrylic,0.51,Polyester,0.49
ASOS DESIGN zip through cardigan with collar in charcoal,£25.99,Acrylic,0.84,Polyamide,0.1
ASOS DESIGN high neck jumper in fairisle pattern in black,£25.99,Polyester,0.7,Acrylic,0.2
Topshop knitted oversized roll neck jumper in grey,£25.99,Polyester,0.95,Wool,0.05
ASOS DESIGN high neck jumper with turn back cuff in long and lean block in cream ,£25.99,Polyester,0.55,Acrylic,0.45
Topshop knitted fluffy v-neck cardigan in grey,£25.99,Polyester,0.7,Nylon,0.21
Topshop knitted fluffy v-neck cardigan in light green,£25.99,Polyester,0.7,Nylon,0.21
Bershka cable knit cropped jumper in white,£25.99,Polyester,0.63,Acrylic,0.27
Vero Moda lightweight crew neck jumper in lilac,£25.99,Polyester,0.94,Elastane,0.03
ASOS DESIGN boxy v neck jumper in rib in charcoal,£25.99,Polyester,0.51,Acrylic,0.43
Topshop knitted oversized animal jumper in mono,£25.99,Acrylic,0.83,Polyester,0.11
Topshop knitted roll neck wide rib jumper in grey,£25.99,Polyester,0.85,Acrylic,0.15
New Look oversized jumper in light grey,£25.99,Polyester,1.0,NaN,0.0
Brave Soul freedom crew neck jumper in green ,£25.99,Acrylic,1.0,NaN,0.0
ASOS DESIGN slouchy cherry jumper in ivory,£25.99,Acrylic,0.75,Nylon,0.25
Topshop knitted fluffy v-neck cardigan in ivory,£25.99,Polyester,0.7,Nylon,0.21
& Other Stories mock neck jumper in off-white,£25.99,Polyester,0.52,Acrylic,0.38
& Other Stories mock neck jumper in dark grey melange,£25.99,Polyester,0.52,Acrylic,0.38
ASOS DESIGN oversized high neck jumper in green,£25.99,Acrylic,1.0,NaN,0.0
Only ribbed knit button down cardigan in green,£25.99,Acrylic,1.0,NaN,0.0
Polo Ralph Lauren Kimberly icon logo pima cotton cable knit v-neck jumper in cream,£25.00,Cotton,1.0,NaN,0.0
Pimkie bardot ribbed top in white and blue stripe,£25.00,Cotton,0.95,Elastane,0.05
Weekday Ada lightweight knit jumper in green,£25.00,Cotton,0.84,Polyamide,0.16
Only cable detail jumper in orange,£25.00,Acrylic,0.76,Polyester,0.24
adidas Originals premium essentials half zip jumper in beige,£25.00,Cotton,1.0,NaN,0.0
Something New X Emma Fridsell 2 piece knitted jumper and bandana scarf set in mono paisley print,£25.00,Polyester,0.54,Acrylic,0.38
Object cross front wrap around jumper in dark grey melange,£25.00,Viscose,0.5,Polyester,0.3
Pull&Bear salt & pepper knit jumper in burgundy,£25.00,Acrylic,0.94,Wool,0.06
Vero Moda Aware oversized textured cable knitted jumper in cream ,£25.00,Polyester,0.52,Acrylic,0.34
Y.A.S sweetheart neck knitted top in beige,£25.00,Viscose,0.52,Polyester,0.26
Mango cardigan in yellow,£25.00,Acrylic,0.47,Polyester,0.39
Pimkie cable knit crystal button cardigan in blue,£25.00,Acrylic,0.85,Polyamide,0.1
Reclaimed Vintage cropped laddered jumper in white,£25.00,Acrylic,1.0,NaN,0.0
Selected Femme knitted jumper in white with black stripes,£25.00,Cotton,1.0,NaN,0.0
JJXX crew neck jumper in green and blue,£25.00,Acrylic,0.65,Polyester,0.35
Bershka polo neck jumper in navy & white stripe,£25.00,Cotton,1.0,NaN,0.0
Monki  knitted longline cardigan in grey melange,£25.00,Polyester,0.8,Acrylic,0.15
Mango pointelle detail jumper in oatmeal,£25.00,Acrylic,0.57,Polyamide,0.43
Bershka roll neck curved hem jumper in pale khaki,£25.00,Polyester,0.5,Viscose,0.5
Fred Perry knit jumper with collar in ecru,£25.00,Polyurethane,0.4,Wool,0.4
Stradivarius zip through jumper in black stripe ,£25.00,Cotton,1.0,NaN,0.0
Vero Moda Aware v neck knitted stripe polo jumper in grey,£25.00,Viscose,0.52,Polyester,0.28
& Other Stories high neck alpaca wool ribbed jumper in beige,£25.00,Polyamide,0.33,Alpaca,0.32
& Other Stories mock neck cable jumper with faux pearl embellishment in ecru,£25.00,Wool,0.55,Cotton,0.45
Topshop knitted premium v-neck mohair jumper in pink,£25.00,Mohair,0.7,Wool,0.3
Wednesday's Girl spacedye fluffy round neck jumper in orange ombre,£25.00,Acrylic,1.0,NaN,0.0
Morgan knitted wool jumper with button details in beige,£25.00,Acrylic,0.58,Polyamide,0.31
Noisy May Tall scoop neck jumper in lime & purple floral,£25.00,Acrylic,1.0,NaN,0.0
Daisy Street Plus cropped button front cardigan in stretch velvet sage co-ord,£25.00,Polyester,0.93,Elastane,0.07
Miss Selfridge rib knit funnel neck stripe top in black ,£25.00,Viscose,0.65,Nylon,0.35
Mango v neck stripe jumper in white and navy,£25.00,Polyamide,0.41,Polyester,0.4
Pull&Bear acid wash ribbed bandeau top co-ord in grey,£25.00,Polyamide,0.5,Polyester,0.5
& Other Stories alpaca wool jumper with wide button front collar in purple,£25.00,Polyamide,0.33,Alpaca,0.32
Monki co-ord cropped glitter jacquard tie up long sleeve cardigan in gold,£25.00,Polyester,0.83,Metallised,0.1
Calvin Klein Jeans logo intarsia sweater cardigan in black,£25.00,Cotton,1.0,NaN,0.0
Urban Revivo scoop neck cardigan in grey,£25.00,Cotton,0.56,Polyester,0.4
Reclaimed Vintage slim laddered cardigan in khaki,£25.00,Acrylic,1.0,NaN,0.0
